"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"34/000071";"Cafetería";"2ª - 1 Taza";"SABORES";"C/ FEDERICO GARCÍA LORCA Nº 2";"34200";"Palencia";"Venta de Baños";"VENTA DE BAÑOS";"VENTA DE BAÑOS";"667 313 946";"";"";"lula_lmc@hotmail.com";"";"";"53";"";"";"Si";
"24/000433";"Cafetería";"2ª - 1 Taza";"KADENZZA";"Avenida ROMERAL 5";"24191";"León";"San Andrés del Rabanedo";"SAN ANDRES DEL RABANEDO";"SAN ANDRES DEL RABANEDO";"626373499";"";"";"";"";"";"35";"";"";"";
"24/000434";"Cafetería";"2ª - 1 Taza";"EL MUSEO";"Calle LA MINERIA, 1 - EDIFICIO MINERO 120/02/201";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"670815739";"";"";"";"";"";"";"";"";"";
"24/000435";"Cafetería";"2ª - 1 Taza";"LOS ESCRITORES";"Calle C/ DE LOS ESCRITORES, 19";"24404";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"672148186";"";"";"";"";"";"";"";"";"";
"47/000218";"Cafetería";"2ª - 1 Taza";"EH VOILÁ! EXPRESS CONCEPT";"ME FALTA UN TORNILLO, 3, 1K-05 (C.C. RIO SHOPPING)";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983326342";"609274128";"";"mariosoriano@hotmail.com";"www.ehvoila.es";"";"";"";"";"";
"40/000067";"Cafetería / Bar";"2ª - 1 Taza";"CENTRO ECUESTRE CASTILLA Y LEON";"Carretera ARÉVALE KM 6";"40196";"Segovia";"Segovia";"ZAMARRAMALA";"*DISEMINADO*";"678524243";"921490439";"";"";"";"";"105";"";"";"Si";
"24/000436";"Cafetería / Bar";"2ª - 1 Taza";"PASARELA";"C/ LOS BARRIOS, S/N";"24600";"León";"Pola de Gordón (La)";"POLA DE GORDON (LA)";"POLA DE GORDON (LA)";"646045385";"";"";"";"";"";"";"";"";"";
"05/000128";"Cafetería";"2ª - 1 Taza";"FUSSION";"C/ CALVO SOTELO, 5";"05310";"Ávila";"Fontiveros";"FONTIVEROS";"FONTIVEROS";"920310177";"667249704";"";"";"";"";"66";"";"";"";
"09/000203";"Cafetería";"2ª - 1 Taza";"SUSHISANO";"Calle La Cátedra 8";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947251337";"";"";"";"";"";"31";"";"";"Si";
"09/000204";"Cafetería";"2ª - 1 Taza";"FORUM EVOLUCIÓN";"CL/SANTA CLARA,8";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947256032";"";"";"info@hotelforumevolucion.com";"www.hotelforumevolucion.com";"";"15";"";"";"Si";
"40/000068";"Cafetería / Bar";"2ª - 1 Taza";"PIZZERIA - TRATTORIA DA MARIO";"Calle TEODOSIO EL GRANDE 6";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"678683949";"912422581";"921429808";"pizzaiolo.pc@gmail.com";"";"";"";"";"";"";
"47/000219";"Cafetería";"2ª - 1 Taza";"CAPITEL";"SOLIDARIDAD 2, PLAZA DE LA";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"699064463";"";"";"";"";"";"74";"";"";"";
"40/000069";"Cafetería / Bar";"2ª - 1 Taza";"GIORGIO";"Calle GOBERNADOR FERNANDEZ JIMENEZ 14";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"695161000";"921425904";"";"cerveceriagiorgio@gmail.com";"";"";"47";"";"";"";
"05/000130";"Cafetería";"1ª - 2 Tazas";"MASS";"C/ LA ERMITA, Nº 27";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"699168130";"";"";"";"";"";"49";"";"";"";
"37/000308";"Cafetería";"2ª - 1 Taza";"GRANIER";"C/ ZAMORA, 47";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"627957741";"";"";"carloscarretero144@gmail.com";"";"";"30";"";"";"Si";
"42/000105";"Cafetería / Bar";"2ª - 1 Taza";"GOYO";"PLAZA MAYOR, 5";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975340036";"";"";"";"";"";"69";"";"";"Si";
"40/000070";"Cafetería";"2ª - 1 Taza";"BURGER KING";"Carretera N. 603 KM 71,2   BUZÓN 1068";"40424";"Segovia";"Espinar (El)";"ANGELES DE SAN RAFAEL (LOS)";"ANGELES DE SAN RAFAEL (LOS)";"921174133";"921174132";"";"";"";"";"86";"";"";"";
"40/000071";"Cafetería";"2ª - 1 Taza";"MESÓN LA SERRANA";"Calle CABALLEROS 6";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"667570065";"921198786";"";"";"";"";"44";"";"";"";
"05/000131";"Cafetería / Bar";"2ª - 1 Taza";"PISCINAS AREVALO";"PASEO DE LA ALAMEDA, Nº 2";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"685502461";"920302046";"";"canoldaxluna@gmail.com";"";"";"150";"";"";"Si";
"37/000309";"Cafetería";"2ª - 1 Taza";"EL RACO";"PASEO SAN VICENTE, 56, BAJO";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"609314294";"";"";"";"";"";"40";"";"";"Si";
"05/000132";"Cafetería / Bar";"2ª - 1 Taza";"PIZZERIA RAYBEL";"Calle EJERCITO ESPAÑOL 37";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"693295698";"";"";"";"";"";"48";"";"";"";
"37/000310";"Cafetería";"2ª - 1 Taza";"PISCINAS MUNICIPALES";"C/ LAS ALEGAS, 5";"37760";"Salamanca";"Linares de Riofrío";"LINARES DE RIOFRIO";"LINARES DE RIOFRIO";"690226202";"";"";"";"";"";"16";"";"";"Si";
"37/000311";"Cafetería";"2ª - 1 Taza";"PISCINAS ZAMAYON";"CTRA. SALAMANCA, S/N";"37110";"Salamanca";"Zamayón";"ZAMAYON";"ZAMAYON";"923314090";"660375820";"";"barpiscinaszamayon@gmail.com";"";"";"24";"";"";"";
"37/000312";"Cafetería";"2ª - 1 Taza";"EL ASADOR DE VECINOS";"CTRA. DE SALAMANCA, 7-9";"37456";"Salamanca";"Vecinos";"VECINOS";"VECINOS";"923088896";"615425162";"";"baluarte2009@outlook.com";"";"";"40";"";"";"";
"05/000133";"Cafetería";"2ª - 1 Taza";"CHURRERÍA";"C/NAVALGUIJO, Nº 1";"05450";"Ávila";"Casavieja";"CASAVIEJA";"CASAVIEJA";"918678135";"";"";"";"";"";"41";"";"";"";
"49/000069";"Cafetería / Bar";"2ª - 1 Taza";"LA DE HERMELO";"C/ Juana Monroy, 12";"49810";"Zamora";"Morales de Toro";"MORALES DE TORO";"MORALES DE TORO";"649983983";"";"";"";"";"";"14";"";"";"";
"24/000438";"Cafetería";"2ª - 1 Taza";"BITACORA";"C/ PALEROS, 3";"24410";"León";"Camponaraya";"CAMPONARAYA";"CAMPONARAYA";"617774895";"";"";"";"";"";"";"";"";"";
"42/000106";"Cafetería";"2ª - 1 Taza";"AREA DE SERVICIO BUQUERIN-BURGO DE OSMA";"CTRA. N. 122 - KM. 219 - VARIANTE BURGO OSMA";"42318";"Soria";"Burgo de Osma-Ciudad de Osma";"OSMA";"OSMA";"975360912";"";"";"buquerinburgo@gmail.com";"";"";"166";"";"";"Si";
"37/000313";"Cafetería";"2ª - 1 Taza";"KASTY BURGUER";"C/ GERONA, 26";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923404332";"626359036";"";"";"";"";"";"";"";"";
"37/000314";"Cafetería / Bar";"2ª - 1 Taza";"LAS VEGAS";"CTRA. ESTACION, 25";"37240";"Salamanca";"Lumbrales";"LUMBRALES";"LUMBRALES";"923512703";"";"";"";"";"";"";"";"";"";
"47/000220";"Cafetería";"2ª - 1 Taza";"ROMERO";"Plaza MADRID 2";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"625066013";"";"";"cortado.cafe@hotmail.com";"";"";"115";"";"";"";
"47/000221";"Cafetería / Bar";"2ª - 1 Taza";"TU RINCÓN";"Calle ALMERÍA 12";"47013";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"685193747";"";"";"";"";"";"48";"";"";"Si";
"37/000315";"Cafetería";"1ª - 2 Tazas";"SALAMANCA COFFEE";"MELENDEZ, 6";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923263832";"672602835";"";"salamancacoffee@hotmail.com";"";"";"";"";"";"";
"49/000070";"Cafetería / Bar";"2ª - 1 Taza";"CAFETERÍA 5ª AVENIDA";"Plaza de la Madera, 16";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"722143698";"";"";"";"";"";"42";"";"";"";
"24/000441";"Cafetería / Bar";"1ª - 2 Tazas";"LAS PRADERAS";"AVENIDA DE LEÓN, 1";"24391";"León";"Santovenia de la Valdoncina";"SANTOVENIA DE LA VALDONCINA";"SANTOVENIA DE LA VALDONCINA";"649664367";"987280195";"";"";"";"";"";"";"";"";
"37/000316";"Cafetería";"2ª - 1 Taza";"DONDE DURÁN";"C/ FILIBERTO VILLALOBOS, 10, bajo";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"630056539";"";"";"";"";"";"";"";"";"Si";
"40/000072";"Cafetería / Bar";"2ª - 1 Taza";"LA FUENTONA";"Calle FUENTONA 16";"40142";"Segovia";"Monterrubio";"MONTERRUBIO";"MONTERRUBIO";"690992189";"921197801";"";"matyldacarm@hotmail.com";"";"";"25";"";"";"";
"24/000442";"Cafetería";"1ª - 2 Tazas";"PADEL PARK LEON, S.L.";"Paseo del Parque,";"24005";"León";"León";"LEON";"LEON";"673252525";"";"";"INFO@PADELPARKLEON.COM";"";"";"";"";"";"";
"05/000135";"Cafetería / Bar";"2ª - 1 Taza";"CAFÉ DON FROILÁN";"C/EL TOSTADO, Nº 15";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920222498";"";"";"";"";"";"74";"";"";"";
"34/000074";"Cafetería";"2ª - 1 Taza";"LA ALCOHOLERA";"Plaza LA ALCOHOLERA Nº 3";"34003";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979 16 55 78";"";"";"laalcoholerapalencia@gmail.com";"";"";"29";"";"";"Si";
"24/000443";"Cafetería";"1ª - 2 Tazas";"MAGALLANES";"AVDA. NOCEDO, 69";"24007";"León";"León";"LEON";"LEON";"642436557";"";"";"";"";"";"";"";"";"";
"47/000223";"Cafetería / Bar";"2ª - 1 Taza";"SAN PEDRO REGALADO";"Calle GARCÍA LESMES 4";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"666502188";"666502115";"";"";"";"";"75";"";"";"";
"37/000317";"Cafetería";"2ª - 1 Taza";"BEST&FAST";"Calle C/ LOS OVALLE, 5-7";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"697250266";"631558818";"";"kasemmd9@hotmail.com";"";"";"";"";"";"";
"24/000445";"Cafetería";"1ª - 2 Tazas";"LA CANTINA DE LA PISCINA";"C/ JOSÉ LUIS SÁEZ LÓPEZ, 16";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"662234142";"987404514";"";"lauragarciaperez1989@hotmail.com";"";"";"47";"";"";"";
"24/000447";"Cafetería / Bar";"1ª - 2 Tazas";"TU ESKOJES";"Calle C/SEÑOR DE BEMBIBRE, 13 13";"24005";"León";"León";"LEON";"LEON";"615177781";"695463765";"";"";"";"";"23";"";"";"";
"24/000448";"Cafetería";"2ª - 1 Taza";"CAFE ESPAÑOL";"Avenida AVDA. GRAN VIA DE SAN MARCOS,33 33";"24002";"León";"León";"LEON";"LEON";"637246280";"";"";"";"";"";"";"";"";"";
"05/000136";"Cafetería";"2ª - 1 Taza";"GALILEI";"Calle MACEROS (CENTRO COMERCIAL ALCAMPO) 1 LOCAL 6";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"672980761";"";"";"";"";"";"50";"";"";"Si";
"47/000224";"Cafetería";"2ª - 1 Taza";"CHURRERÍA DELICIAS";"Calle CAAMAÑO 20";"47013";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"647567600";"";"";"LIFECAFEYCOPAS@HOTMAIL.COM";"";"";"78";"";"";"Si";
"40/000073";"Cafetería";"2ª - 1 Taza";"RICO, RAPIDO,  BARATO";"Plaza ESPAÑA 17  BAJO";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"617824776";"921540350";"921540387";"svetla-uzonova@abv.bg";"";"";"18";"";"";"";
"37/000319";"Cafetería / Bar";"2ª - 1 Taza";"D MAÑANEO";"Calle GÓMEZ MORENO 8";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"00000000";"";"";"asesoriaperezmanjon@hotmail.es";"";"";"22";"";"";"";
"37/000320";"Cafetería / Bar";"2ª - 1 Taza";"PISCINAS VILLASECO DE LOS REYES";"Carretera DE GEJO S/N";"37150";"Salamanca";"Villaseco de los Reyes";"VILLASECO DE LOS REYES";"VILLASECO DE LOS REYES";"618185866";"";"";"susanamiguelformoso41@gmail.com";"";"";"54";"";"";"Si";
"05/000137";"Cafetería";"2ª - 1 Taza";"HELADERÍA VHOLA";"PLAZA SALAMANCA, Nº 1";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920220008";"653968560";"";"pe@vhola.es";"www.vhola.es";"";"31";"";"";"";
"09/000207";"Cafetería";"2ª - 1 Taza";"EL TINGLAO";"CL/REGINO SAINZ DE LA MAZA, 2";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947266699";"";"";"";"";"";"19";"";"";"Si";
"37/000321";"Cafetería";"2ª - 1 Taza";"CAFE DE ROMA";"Calle ABRAHAM ZACUT 5-7  BAJO";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"616960636";"";"";"hernandezvelascorob@gmail.com";"";"";"24";"";"";"Si";
"40/000074";"Cafetería";"2ª - 1 Taza";"LA CANTINA DE COTOS";"Paraje ESTACION DE TREN DE COTOS";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"686523200";"918521155";"";"afdjosegarcia@hotmail.com";"";"";"27";"";"";"";
"47/000225";"Cafetería / Bar";"2ª - 1 Taza";"GOLDEN CAFÉ Y COPAS";"HÍPICA 29";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"636757402";"690199698";"";"iqbaldelmar@gmail.com";"";"";"74";"";"";"Si";
"40/000076";"Cafetería / Bar";"2ª - 1 Taza";"MESON SAN CRISTOBAL";"Calle EL ROBLEDAL S/N";"40197";"Segovia";"San Cristóbal de Segovia";"SAN CRISTOBAL DE SEGOVIA";"SAN CRISTOBAL DE SEGOVIA";"646105920";"921414100";"";"SANCRISTOBALMESON@GMAIL.COM";"";"";"66";"";"";"";
"24/000451";"Cafetería";"1ª - 2 Tazas";"EL PAPONAZO C.B.";"C/ GENERAL VIVES, 35 - BAJO";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"622202903";"";"";"";"";"";"";"";"";"";
"09/000208";"Cafetería / Bar";"2ª - 1 Taza";"EL FRONTERO";"Calle Cuatro Cantones, 5";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"687442009";"";"";"cafe.frontero@gmail.com";"";"";"32";"";"";"";
"05/000138";"Cafetería";"2ª - 1 Taza";"DELICIOUS KEBAB & PIZZA";"C/HUMILLADERO Nº 4";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920223201";"617901198";"";"";"";"";"24";"";"";"";
"05/000139";"Cafetería";"2ª - 1 Taza";"Y UN CHURRO";"C/CASTOR ROBLEDO, 33";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918665132";"";"";"";"";"";"7";"";"";"";
"40/000077";"Cafetería";"2ª - 1 Taza";"LA ZAPATERIA";"Plaza UNIVERSIDAD 12";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420246";"";"";"";"";"";"45";"";"";"";
"24/000452";"Cafetería";"1ª - 2 Tazas";"CAFE PASAJE";"Plaza PLAZA ESPAÑA 14, ESQ C/ SR. OVALLE, 2";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987603252";"690175284";"";"";"";"";"";"";"";"";
"47/000226";"Cafetería";"2ª - 1 Taza";"SIDRERIA EL JOTIU";"DERECHA AL COSO 51";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983881090";"616644761";"";"";"";"";"40";"";"";"";
"09/000209";"Cafetería / Bar";"2ª - 1 Taza";"LAS ACACIAS";"CL/JULIO DÁNVILA, 3";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"947131223";"";"";"";"";"";"32";"";"";"Si";
"47/000227";"Cafetería";"2ª - 1 Taza";"SOLMAMEN";"Avenida LOPE DE VEGA 1";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"615308748";"";"";"solerodilana@yahoo.es";"";"";"10";"";"";"Si";
"34/000075";"Cafetería";"2ª - 1 Taza";"CERVECERÍA LEKUS";"AV. PRIMERO DE JUNIO Nº 87";"34200";"Palencia";"Venta de Baños";"VENTA DE BAÑOS";"VENTA DE BAÑOS";"645977281";"";"";"lekustok@hotmail.com";"";"";"35";"";"";"";
"24/000453";"Cafetería";"1ª - 2 Tazas";"LA CREMA";"DOS DE MAYO, 33";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987012471";"653675777";"";"info@asesoriazahori.com";"";"";"";"";"";"";
"49/000071";"Cafetería / Bar";"2ª - 1 Taza";"CHIRINGUITO LOS ENANOS";"Paraje Los Lagunillos (Playa Los Enanos)";"49361";"Zamora";"Galende";"VIGO";"VIGO";"605051951";"";"";"";"";"";"10";"";"";"";
"09/000210";"Cafetería / Bar";"2ª - 1 Taza";"CALLE 16";"Calle Villadiego, 16";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947991433";"656923810";"";"albertoibeas.ai@gmail.com";"";"";"45";"";"";"Si";
"47/000228";"Cafetería / Bar";"2ª - 1 Taza";"PISCINA SIMANCAS";"CAÑUELO, 22";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"607635948";"";"";"";"";"";"";"";"";"Si";
"09/000211";"Cafetería";"2ª - 1 Taza";"HAMMMBUR";"CL/SAN LORENZO, 28";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947279941";"";"";"";"";"";"42";"";"";"";
"09/000212";"Cafetería / Bar";"2ª - 1 Taza";"LA MUSA";"CL/RAMÓN Y CAJAL, 30";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"676643837";"";"";"iglesias.juantxo@gmail.com";"";"";"28";"";"";"Si";
"47/000229";"Cafetería / Bar";"2ª - 1 Taza";"TRASTAMARA";"Calle IMPERIAL 26";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983445835";"649335784";"";"";"";"";"68";"";"";"";
"34/000076";"Cafetería";"1ª - 2 Tazas";"GRANIER";"Calle MAYOR Nº 32";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979702719";"689065338";"";"nonucciosl@gmail.com";"";"";"37";"";"";"Si";
"09/000213";"Cafetería / Bar";"2ª - 1 Taza";"MESON LA PLAZA";"Calle La Plazuela 3";"09193";"Burgos";"Burgos";"CORTES";"CORTES";"603564127";"";"";"";"";"";"48";"";"";"";
"37/000323";"Cafetería";"2ª - 1 Taza";"PISCINAS MUNICIPLAES";"CAMINO DE PARAHUY";"37449";"Salamanca";"Galindo y Perahuy";"GALINDO Y PERAHUY";"GALINDO Y PERAHUY";"00000000";"923342010";"645430260";"lorena_ojosazules.hotmail.es";"";"";"89";"";"";"Si";
"24/000454";"Cafetería";"1ª - 2 Tazas";"A X DOS";"Avenida NOCEDO 63";"24007";"León";"León";"LEON";"LEON";"633267330";"";"";"";"";"";"";"";"";"";
"09/000214";"Cafetería / Bar";"2ª - 1 Taza";"MOZART";"CL/SAN COSME, 18 BJ";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947100046";"637590994";"";"";"";"";"32";"";"";"Si";
"42/000107";"Cafetería";"2ª - 1 Taza";"LAS TRES JJJ";"GRAN VIA, 1";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975301509";"605046976";"";"";"";"";"55";"";"";"";
"05/000140";"Cafetería / Bar";"2ª - 1 Taza";"LA PANERA GOURMET";"C/SOMOZA, Nº 1";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"639183449";"920360694";"";"gloriacapanegra@gmail.com";"";"";"70";"";"";"Si";
"40/000078";"Cafetería";"2ª - 1 Taza";"CAFE LIBRERIA FARINELLI";"Plaza MERCADO VIEJO 3";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921472142";"646860545";"";"fariliber@gmail.com";"www.libreriafarineli.com";"";"23";"";"";"Si";
"09/000215";"Cafetería / Bar";"2ª - 1 Taza";"MIRANDA PISCINAS";"CAMINO DE ANDUVA, S/N";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"651943036";"";"";"barreiro.jb.@gmail.com";"";"";"252";"";"";"Si";
"05/000141";"Cafetería";"2ª - 1 Taza";"HANDICAP ""0""";"CARRETERA DEL PANTANO - PARAJE EL MANCHON";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"667858588";"";"";"";"";"";"50";"";"";"Si";
"24/000455";"Cafetería";"2ª - 1 Taza";"COMPLEJO DEPORTIVO URBANIZACION ESTRELLA DE IZAR";"PARC EALS/03-02 (URBANIZACION ESTRELLA DE IZAR)";"24891";"León";"Garrafe de Torío";"GARRAFE DE TORIO";"GARRAFE DE TORIO";"633393418";"";"";"";"";"";"75";"";"";"";
"24/000456";"Cafetería";"1ª - 2 Tazas";"DCAFE";"PARROCO HERIBERTO AMPUDIA CABALLERO";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"600634197";"";"";"";"";"";"30";"";"";"";
"24/000457";"Cafetería";"2ª - 1 Taza";"LAS PISCINAS";"Calle C/ POLIDEPORTIVO, S/N";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"634946930";"";"";"amimaneraevento@gmail.com";"";"";"";"";"";"";
"47/000230";"Cafetería";"2ª - 1 Taza";"CAFÉ PARANÁ";"MIÑO, 1";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"983554347";"622147741";"";"";"";"";"22";"";"";"";
"05/000142";"Cafetería / Bar";"1ª - 2 Tazas";"TRYLOGY-A";"AVENIDA PRINCIPAL, 36";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"918972790";"639257572";"";"javielapyabsenta@hotmail.com";"www.trylogy-a.com";"";"60";"";"";"Si";
"37/000325";"Cafetería";"2ª - 1 Taza";"EL DESCANSO";"CALLE ALBERTO DORREGO, 51";"37115";"Salamanca";"Almenara de Tormes";"ALMENARA DE TORMES";"ALMENARA DE TORMES";"659649381";"";"";"";"";"";"";"";"";"Si";
"47/000231";"Cafetería";"2ª - 1 Taza";"LA ENTRADA";"AVDA. MONASTº NTRA. SRA. DEL PRADO, 5  (CARREFOUR)";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"675059734";"";"";"";"";"";"";"";"";"";
"37/000326";"Cafetería / Bar";"2ª - 1 Taza";"LAS RECETAS DE MAMI";"Calle CHACONA 2 Local 4";"37188";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"923060126";"653438094";"";"igpinto75@gmail.com";"";"";"";"";"";"";
"24/000458";"Cafetería / Bar";"2ª - 1 Taza";"MAMA TERE";"Calle PLAZA MAYOR";"24003";"León";"León";"LEON";"LEON";"987091258";"";"";"";"";"";"";"";"";"";
"47/000233";"Cafetería";"2ª - 1 Taza";"GRANIER";"Paseo ZORRILLA 66";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983341455";"667202194";"";"infogranier@gmail.com";"";"";"39";"";"";"Si";
"24/000459";"Cafetería";"2ª - 1 Taza";"CHOCOLATERÍA VALOR";"Calle CALLE ANCHA, 8";"24003";"León";"León";"LEON";"LEON";"987271691";"636616887";"";"MARIATASCONMORAN@GMAIL.COM";"";"";"";"";"";"";
"47/000234";"Cafetería / Bar";"2ª - 1 Taza";"VASI'S";"PLAZA MARCOS FERNÁNDEZ 3";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"625659320";"628564216";"";"";"";"";"62";"";"";"";
"37/000328";"Cafetería";"2ª - 1 Taza";"CAFETERÍA MERCADO DE ABASTOS";"MERCADO MUNICIPAL DE ABASTOS";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"669717453";"";"";"";"";"";"9";"";"";"";
"05/000143";"Cafetería";"2ª - 1 Taza";"PASTELERIA CHICO'S";"AVENIDA CASTILLA Y LEON, 52";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918665451";"667441443";"";"";"";"";"90";"";"";"";
"37/000329";"Cafetería";"2ª - 1 Taza";"LA CHOCOLATERIA";"CARMEN, 56";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540562";"659484198";"";"salinero44@hotmail.com";"";"";"";"";"";"";
"09/000218";"Cafetería";"2ª - 1 Taza";"CERVECERÍA 100 MONTADITOS";"Calle Paloma 9-11";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947207896";"";"";"";"";"";"55";"";"";"Si";
"05/000144";"Cafetería / Bar";"2ª - 1 Taza";"DVINOS 2.0";"C/ DOCTOR FLEMING, 26";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"625348273";"";"";"mercalexhosteleria@gmail.com";"";"";"61";"";"";"Si";
"47/000236";"Cafetería / Bar";"2ª - 1 Taza";"ARGALES 2";"PIRITA, 4";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983293886";"629064023";"";"cesarlomas@restauranteargales.com";"";"";"150";"";"";"";
"05/000145";"Cafetería";"2ª - 1 Taza";"GRANIER";"DON JERONIMO, 4";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920251614";"670356783";"";"dpzorita@yahoo.es";"";"";"40";"";"";"Si";
"24/000460";"Cafetería";"2ª - 1 Taza";"AROMAS DEL CAFE";"C/ ALVARO LOPEZ NUÑEZ, 24";"24005";"León";"León";"LEON";"LEON";"620932769";"";"";"";"";"";"29";"";"";"";
"37/000330";"Cafetería / Bar";"2ª - 1 Taza";"LA TAHONA DE LA ABUELA PLAZA MAYOR";"Plaza MAYOR 11";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"637712561";"";"";"pumarinahostelera@yahoo.es";"";"";"22";"";"";"";
