"N.Registro";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/004628";"";"GENT";"LA PALLOSA, 14";"24430";"León";"Vega de Espinareda";"VEGA DE ESPINAREDA";"VEGA DE ESPINAREDA";"657145654";"";"";"";"";"";"";"";"";"";
"34/002469";"";"d CINE";"C/ PUENTECILLAS, Nº5 - BAJO";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979 89 05 99";"692 543 088";"";"";"";"";"25";"";"";"";
"47/004685";"";"PISCINA MUNICIPAL DE AMUSQUILLO (cesó su titular)";"TERMINO DE VALLEJO";"47177";"Valladolid";"Amusquillo";"AMUSQUILLO";"AMUSQUILLO";"646515611";"";"";"";"";"";"";"";"";"";
"24/008015";"";"PISCINAS VILLAOBISPO";"Calle LAS FUENTES, S/N";"24193";"León";"Villaquilambre";"VILLAOBISPO DE LAS REGUERAS";"VILLAOBISPO DE LAS REGUERAS";"653310296";"";"";"";"";"";"";"";"";"";
"24/007051";"";"LA CAVERNA";"Calle SANTA MARIA 21";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"722734426";"";"";"";"";"";"";"";"";"";
"05/003604";"";"RUMA";"Calle SEGOVIA 20  LC";"05005";"Ávila";"Ávila";"AVILA";"AVILA";"921193001";"";"";"www.ruma.es";"ruma@ruma.es";"";"45";"";"";"";
"24/008016";"";"LA CASA DEL PUEBLO";"Calle LA FUENTE 5";"24121";"León";"Sariegos";"POBLADURA DEL BERNESGA";"POBLADURA DEL BERNESGA";"615897397";"";"";"";"";"";"";"";"";"";
"37/004853";"";"ABOLENGO";"PLAZA DEL ALTOZANO, 15";"37650";"Salamanca";"Sequeros";"SEQUEROS";"SEQUEROS";"627489326";"";"";"rodrigorubio3@hotmail.es";"";"";"16";"";"";"Si";
"40/001416";"";"LA GUAGUA";"C/ TRAVESIA DEL PATIN, Nº 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"685559420";"";"";"";"";"";"";"";"";"";
"47/004688";"";"LA SASTRERIA";"Calle ANTIGUA 4";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"607605161";"";"";"";"";"";"20";"";"";"";
"24/008017";"";"PAOLO LA PIZZERIA";"Calle BUEN SUCESO, 38";"24007";"León";"León";"LEON";"LEON";"987197585";"";"";"";"";"";"28";"";"";"";
"05/003605";"";"LA ALDABA";"C/ Clavel, nº 2";"05490";"Ávila";"Lanzahíta";"LANZAHITA";"LANZAHITA";"649605367";"";"";"mirian_sanchez75@hotmail.com";"";"";"64";"";"";"Si";
"24/002743";"";"CASA FERNANDEZ";"CALLE DE ABAJO, 8";"24470";"León";"Páramo del Sil";"ANLLARES DEL SIL";"ANLLARES DEL SIL";"639301206";"";"";"";"";"";"";"";"";"";
"24/005909";"";"CERVECERIA SIERRA";"LAS ESCUELAS, 9";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987735227";"";"";"";"";"";"";"";"";"";
"24/003865";"";"MESON J-3";"AVDA. MADRID, 28";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"637189483";"";"";"";"";"";"";"";"";"";
"24/008018";"";"CHOCOLATERIA SONRISAS";"PIO GULLON, 5";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987616112";"";"";"";"";"";"";"";"";"";
"24/003443";"";"EL CAMPO";"LA CARRETERA, 12";"24283";"León";"Carrizo";"QUIÑONES DEL RIO";"QUIÑONES DEL RIO";"987363365";"";"";"";"";"";"";"";"";"";
"40/000628";"";"BURGUER PISCIS";"Calle CARCHENA, 25";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921142309";"";"";"";"";"";"50";"";"";"";
"24/000894";"";"LA PRADERA";"C/FELIX RODRIGUEZ DE LA FUENTE, 11";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987000000";"";"";"";"";"";"";"";"";"";
"40/000021";"";"CASCO VIEJO";"Calle VALLEJO, 6";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"000000000";"";"";"HICFABULA@GMAIL.COM";"";"";"67";"";"";"";
"24/001788";"";"MORISCAL";"CARRETERA GENERAL, S/N.";"24143";"León";"Cabrillanes";"HUERGAS DE BABIA";"HUERGAS DE BABIA";"987000000";"";"";"";"";"";"";"";"";"";
"09/004222";"";"TRESS";"CL/CALVO SOTELO, 9";"09100";"Burgos";"Melgar de Fernamental";"MELGAR DE FERNAMENTAL";"MELGAR DE FERNAMENTAL";"635634806";"";"";"";"";"";"22";"";"";"";
"05/003606";"";"ALHUCEMAS";"TRAVESÍA SAUCO, Nº 14";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"NAVAS DEL MARQUES (LAS)";"628040762";"";"";"";"";"";"50";"";"";"";
"37/004854";"";"CHIRINGUITO";"Calle CALZADA 1";"37408";"Salamanca";"Zorita de la Frontera";"ZORITA DE LA FRONTERA";"ZORITA DE LA FRONTERA";"626813936";"";"";"";"";"";"24";"";"";"";
"34/002470";"";"PISCINAS DE QUINTANA";"Carretera Ctra. de Lerma";"34250";"Palencia";"Quintana del Puente";"QUINTANA DEL PUENTE";"QUINTANA DEL PUENTE";"605859078";"";"";"";"";"";"40";"";"";"";
"47/004689";"";"FIVE";"TERESA GIL 25 BAJO";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"608640390";"";"";"";"";"";"60";"";"";"Si";
"47/004690";"";"CAFE COPAS SWEET";"Calle DÁRSENA 12";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"622761401";"";"";"ALBERTOCODESAL1998@GMAIL.COM";"";"";"71";"";"";"Si";
"05/002279";"";"EDUARDO";"AVENIDA DE AVILA, Nº 29";"05145";"Ávila";"Muñico";"MUÑICO";"MUÑICO";"619809967";"920250857";"";"";"";"";"";"";"";"";
"09/003907";"";"CRISTAL";"CL/SAN PEDRO CARDEÑA, 32";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"722378652";"";"";"";"";"";"18";"";"";"";
"24/008019";"";"RUA II";"C/REAL, 69";"24761";"León";"Alija del Infantado";"ALIJA DEL INFANTADO";"ALIJA DEL INFANTADO";"987667242";"";"";"";"";"";"";"";"";"";
"24/008020";"";"LA TERRAZA";"C/MIGUEL ZAERA, 4";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987000000";"";"";"";"";"";"";"";"";"";
"24/008021";"";"SANTA BARBARA";"AV. LACIANA, 13";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987472433";"";"";"";"";"";"";"";"";"";
"24/000747";"";"BUENAVISTA";"C/REAL, 100";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987572540";"";"";"";"";"";"";"";"";"";
"24/008022";"";"7 X 7";"AV. MANOCHO, 105";"24120";"León";"Soto y Amío";"CANALES-LA MAGDALENA";"CANALES-LA MAGDALENA";"633177955";"";"";"";"";"";"";"";"";"";
"24/000545";"";"SOL";"Plaza Corrillo, 1";"24122";"León";"Cuadros";"LORENZANA";"LORENZANA";"987000000";"";"";"";"";"";"";"";"";"";
"37/004855";"";"CON PAN Y VINO";"JARDINES, 12-22";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923060200";"620099422";"";"DESPACHO@ASESORIAGILMARSA.ES";"";"";"34";"";"";"";
"24/008023";"";"ASTURA";"CALLE DE LA PLAZA, Nº 6";"24217";"León";"Villanueva de las Manzanas";"VILLACELAMA";"VILLACELAMA";"722237572";"987224633";"";"RAQUELDELVALLE9@GMAIL.COM";"";"";"";"";"";"";
"09/001810";"";"JEMA";"CL/EL ROCIO, 1";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947310518";"";"";"";"";"";"35";"";"";"Si";
"24/004694";"";"BODEGON LACIANA";"TRAV. DE BABIA, 24";"24140";"León";"Villablino";"VILLASECA DE LACIANA";"VILLASECA DE LACIANA";"626306988";"";"";"";"";"";"";"";"";"";
"24/001044";"";"JUVENTUD";"CTRA. PIEDRAFITA-PAJARON, 50";"24140";"León";"Villablino";"VILLASECA DE LACIANA";"VILLASECA DE LACIANA";"987483109";"";"";"";"";"";"";"";"";"";
"24/004894";"";"LOS MOLINOS";"LEITARIEGOS, 4";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"650952682";"";"";"";"";"";"";"";"";"";
"09/003887";"";"ALFREDO";"CL/LOS ARCOS,49";"09491";"Burgos";"Vadocondes";"VADOCONDES";"VADOCONDES";"693525333";"";"";"";"";"";"20";"";"";"";
"24/005855";"";"DAKAR";"C/VILLALOBOS, 3";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987000000";"";"";"";"";"";"";"";"";"";
"24/003098";"";"CAFE CASINO";"JUAN DE MANSILLA, 11";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987000000";"";"";"";"";"";"";"";"";"";
"49/003087";"";"CASA TOÑO";"Avda. de Galicia, 4 - Bajo-Izquierda";"49025";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"674733404";"";"";"alexus153@hotmail.com";"";"";"28";"";"";"";
"40/001145";"";"EL INDIO";"Calle  CANTO DE LA LEGUA, 3";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"635426482";"";"";"";"";"";"";"";"";"";
"24/004708";"";"TABERNA SAN ANDRES";"C/SALINAS, 13";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987000000";"";"";"";"";"";"";"";"";"";
"47/004691";"";"LA COMMISSIONE";"Calle PISUERGA 40";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983373777";"";"";"asesoria@ridruejoyasociados.com";"";"";"90";"";"";"";
"34/002471";"";"CERVECERÍA KORNER";"Calle LOS TRIGALES Nº 21";"34003";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"650233830";"";"";"tirify@gmail.com";"";"";"59";"";"";"";
"37/001659";"";"LA TERRAZA";"ESCUELAS, 2";"37524";"Salamanca";"Payo (El)";"PAYO (EL)";"PAYO (EL)";"659346541";"";"";"";"";"";"";"";"";"";
"37/003251";"";"LOS  CAZADORES";"AVDA. OTERO ALLENDE, 4";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"000000000";"";"";"";"";"";"";"";"";"";
"24/007225";"";"MESON AMADOR";"EL RINCON, S/N";"24120";"León";"Soto y Amío";"GARAÑO";"GARAÑO";"987581297";"";"";"";"";"";"";"";"";"";
"37/003225";"";"MONTES";"GABRIEL Y GALAN, 4";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923200574";"";"";"";"";"";"";"";"";"";
"34/002472";"";"TAVERN'S MARIA";"PZ MAYOR Nº 22";"34478";"Palencia";"Castrillo de Villavega";"CASTRILLO DE VILLAVEGA";"CASTRILLO DE VILLAVEGA";"606296832";"";"";"";"";"";"60";"";"";"";
"37/004135";"";"MARFIL";"GRAN VIA, 47";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923263518";"";"";"";"";"";"";"";"";"";
"37/004119";"";"STAND BY";"Calle NUÑEZ DE ZAMORA 12";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"635903341";"";"";"";"";"";"50";"";"";"";
"37/000941";"";"AYLIN";"CUARTICO, 26";"37429";"Salamanca";"Aldeanueva de Figueroa";"ALDEANUEVA DE FIGUEROA";"ALDEANUEVA DE FIGUEROA";"639528905";"";"";"";"";"";"";"";"";"";
"24/005557";"";"EL CAFETIN";"CTRA. PIEDRAFITA PAJARON, S/N";"24140";"León";"Villablino";"VILLASECA DE LACIANA";"VILLASECA DE LACIANA";"987472111";"";"";"";"";"";"";"";"";"";
"40/001365";"";"LOS DIABLONES";"Plaza DE LA TIERRA 4";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"633787087";"633787087 (GESTOR)";"";"HMUNOZ@NOVA.ES (GESTOR)";"";"";"17";"";"";"";
"37/004856";"";"LONDON CAFE";"C/ ISABEL LA CATOLICA, 10, Bajo";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923541475";"";"";"";"";"";"24";"";"";"Si";
"24/003978";"";"VERDANT";"PADRE ISLA, 86";"24002";"León";"León";"LEON";"LEON";"605609503";"659275925";"";"";"";"";"";"";"";"";
"37/002484";"";"LA OLA";"C/ ARGENTINA, 3-5";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"679339912";"";"";"avigesasesores@telefonica.net";"";"";"";"";"";"Si";
"37/002982";"";"EL ENCUENTRO";"Avenida ALFONSO VI 18  BAJO";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"633639735";"";"";"";"";"";"46";"";"";"";
"37/000284";"";"LAS CUBAS";"PORTALES DE SAN ANTONIO, 31 (PZA. MERCADO, 10)";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"00000";"";"";"";"";"";"";"";"";"";
"37/002919";"";"MARI CARMEN";"CTRA. LEDESMA, 123";"37006";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923240050";"";"";"";"";"";"";"";"";"";
"37/004857";"";"RUA 8";"C/ RUA, 8";"37312";"Salamanca";"Alaraz";"ALARAZ";"ALARAZ";"666446997";"";"";"";"";"";"34";"";"";"Si";
"37/003927";"";"CERVECERIA LASTRA";"ARROYO DE LA LASTRA, 22";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"639457194";"";"";"";"";"";"";"";"";"";
"34/002473";"";"TRES REYES KEBAP Y PIZZERÍA";"C/ CANAL Nº 2";"34200";"Palencia";"Venta de Baños";"VENTA DE BAÑOS";"VENTA DE BAÑOS";"979030317";"631318880";"";"";"";"";"37";"";"";"";
"47/004693";"";"ES LO QUE HAY";"ALMENDRERA 12";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"632535652";"";"";"qasimalicigales@gmail.com";"";"";"35";"";"";"";
"24/008024";"";"CAFE ILY";"AVDA. REYES LEONESES, 15- ESQ. CLARA CAMPOAMOR, 1";"24008";"León";"León";"LEON";"LEON";"987808631";"";"";"";"";"";"";"";"";"";
"24/008025";"";"PEÑACORADA DEGUSTACION DE CAFE";"ALCALDE MIGUEL CASTAÑO, 11";"24005";"León";"León";"LEON";"LEON";"625133996";"";"";"";"";"";"";"";"";"";
"24/008026";"";"DOLCE VITA";"C/BERNARDO DEL CARPIO, 19, bajo izq.";"24004";"León";"León";"LEON";"LEON";"677119553";"";"";"";"";"";"";"";"";"";
"24/008027";"";"LA ARANDA";"SAN CRISTOBAL, S/N";"24492";"León";"Cubillos del Sil";"CUBILLOS DEL SIL";"CUBILLOS DEL SIL";"987458216";"";"";"";"";"";"";"";"";"";
"09/002757";"";"LA CANTINA DE REVILLARRUZ";"PL/MAYOR, 4";"09620";"Burgos";"Revillarruz";"REVILLARRUZ";"REVILLARRUZ";"947404024";"646061353";"";"";"";"";"24";"";"";"";
"47/004694";"";"EL REFUGIO DE ZOÉ";"Travesía Fuentes, s/n";"47320";"Valladolid";"Tudela de Duero";"TUDELA DE DUERO";"TUDELA DE DUERO";"658909074";"";"";"";"";"";"25";"";"";"";
"24/003792";"";"FRESNO";"NOCEDO, 20";"24007";"León";"León";"LEON";"LEON";"987000000";"";"";"";"";"";"";"";"";"";
"24/008028";"";"CAFE MANA";"Plaza CONSTITUCION, 8";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"615265430";"";"";"";"";"";"";"";"";"";
"24/000690";"";"MIÑO";"ELADIA BAYLINA, 12";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"622733927";"";"";"";"";"";"";"";"";"";
"24/008029";"";"EL POTAJE";"AV. PORTUGAL196";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987416327";"";"";"";"";"";"";"";"";"";
"24/008030";"";"EL MINERO";"CONSTITUCION, 84 (Bº DE LA ESTACION)";"24839";"León";"Matallana de Torío";"MATALLANA DE TORIO";"MATALLANA DE TORIO";"699485814";"";"";"";"";"";"";"";"";"";
"24/000914";"";"CASA FIDEL";"RAMON Y CAJAL, 2";"24230";"León";"Valdevimbre";"VALDEVIMBRE";"VALDEVIMBRE";"987000000";"";"";"";"";"";"";"";"";"";
"47/004696";"";"KAÑAS";"Carretera RUEDA 37";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"650766810";"";"";"RAQUELG34@HOTMAIL.COM";"";"";"31";"";"";"";
"09/003671";"";"COVANERA";"CL/JUAN RAMÓN JIMÉNEZ, 10";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"659549083";"";"";"comercialrudron@hotmail.com";"";"";"39";"";"";"";
"37/000611";"";"FERNANDO";"AVDA. CAMPOAMOR, 9";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"680889148";"";"";"";"";"";"";"";"";"";
"37/003155";"";"LA FUENTE";"PZA. CONSTITUCION, 8";"37185";"Salamanca";"Villamayor";"VILLAMAYOR";"VILLAMAYOR";"923286836";"";"";"";"";"";"";"";"";"";
"24/003162";"";"FLORIDA";"CALVO SOTELO, 3";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"987000000";"";"";"";"";"";"";"";"";"";
"24/005698";"";"NANOS'S";"C/ CALVO SOTELO, 2";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"666287808";"";"";"";"";"";"";"";"";"";
"37/000294";"";"LOS JUAQUIS";"PZA. ESPAÑA, 9";"37406";"Salamanca";"Poveda de las Cintas";"POVEDA DE LAS CINTAS";"POVEDA DE LAS CINTAS";"000000000";"";"";"";"";"";"";"";"";"";
"37/000697";"";"LA GOLETA";"VAN DYCK, 27";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923614411";"";"";"";"";"";"";"";"";"";
"37/000531";"";"MARTIN";"PZA. CONSTITUCION, 5";"37409";"Salamanca";"Tarazona de Guareña";"TARAZONA DE GUAREÑA";"TARAZONA DE GUAREÑA";"923531116";"";"";"";"";"";"";"";"";"";
"37/002385";"";"LA PANERA";"PZA. CONSTITUCION, 3";"37350";"Salamanca";"Aldealengua";"ALDEALENGUA";"ALDEALENGUA";"679339912";"";"";"";"";"";"";"";"";"";
"37/003412";"";"EDI";"Calle REAL 21";"37406";"Salamanca";"Poveda de las Cintas";"POVEDA DE LAS CINTAS";"POVEDA DE LAS CINTAS";"646254952";"";"";"";"";"";"42";"";"";"Si";
"05/003607";"";"LA VIÑA";"C/ CONCEPCION, 54";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"686956773";"";"";"";"";"";"24";"";"";"";
"49/003090";"";"HERMANOS PINZÓN";"C/ Hermanos Pinzón, nº 5- Bajo";"49021";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980511434";"";"";"";"";"";"28";"";"";"";
"49/003091";"";"EL SILO";"C/ Sta Clara, nº 79";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980633434";"";"";"";"";"";"";"";"";"";
"24/008031";"";"GRAN SOL";"PZA. CONSTITUCION, 35";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987271518";"";"";"";"";"";"";"";"";"";
"47/004698";"";"BOWLING SPORT LINE";"C.C. EQUINOCCIO - CTRA.NACIONAL 601 LEON, KM. 3";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"630074834";"";"";"";"";"";"250";"";"";"Si";
"34/001406";"";"JJ";"RIMADOR Nº 6";"34460";"Palencia";"Osorno la Mayor";"OSORNO";"OSORNO";"617 436 670";"";"";"";"";"";"";"";"";"";
"37/001862";"";"CAFE PRINCIPAL";"Avenida VILLAMAYOR 38";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"691424517";"";"";"";"";"";"";"";"";"";
"37/002576";"";"RIBANA";"C/ MUÑOZ TORRERO, 2-4";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"605287071";"";"";"";"";"";"";"";"";"";
"47/004699";"";"ZODIAC";"VINO DE CIGALES 1";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"610685519";"677024958";"";"vjosemm@gmail.com";"WWW.cafeteriazodiac.com";"";"90";"";"";"";
"34/000076";"";"FONSECA";"C/ OBISPO FONSECA Nº 27";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979 72.01.13";"677424951";"";"";"";"";"";"";"";"Si";
"09/002453";"";"TAKOA";"PZA/SAN ANTONIO, S/N";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"654923448";"";"";"";"";"";"12";"";"";"";
"05/003609";"";"EL CAPRICHO (CIERRE TEMPORAL)";"Plazuela DE LAS VACAS, 8 - 10";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"678553072";"";"";"";"";"";"19";"";"";"";
"47/004700";"";"URBAN  LIFE";"MARIANO DE LOS COBOS 1";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983111040";"";"";"";"";"";"51";"";"";"Si";
"34/000518";"";"LOS CISNES";"PZA SAN FACUNDO Nº 5";"34320";"Palencia";"Cisneros";"CISNEROS";"CISNEROS";"979 848 543";"";"";"";"";"";"";"";"";"";
"34/002474";"";"BAR EL RELOJ";"Calle LA PUEBLA Nº 16 -BAJO";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"647920970";"";"";"";"";"";"52";"";"";"";
"49/003092";"";"EL MINISTERIO";"C/ Los Héroes, 2";"49420";"Zamora";"Vadillo de la Guareña";"VADILLO DE LA GUAREÑA";"VADILLO DE LA GUAREÑA";"661510203";"";"";"";"";"";"32";"";"";"";
"40/000746";"";"MINUTO";"CMO. ALCOR S/N";"40176";"Segovia";"Valleruela de Sepúlveda";"VALLERUELA DE SEPULVEDA";"VALLERUELA DE SEPULVEDA";"921533776";"921533776";"";"";"";"";"";"";"";"";
"47/004701";"";"BOSSANOVA LOUNGEBAR";"Calle VEINTINUEVE 2";"47155";"Valladolid";"Boecillo";"BOECILLO";"BOECILLO";"983552426";"";"";"";"";"";"44";"";"";"Si";
"37/004858";"";"LA JARRA";"ALONSO DEL CASTILLO, 21-25";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"619360593";"";"";"";"";"";"12";"";"";"";
"47/004702";"";"GOA";"TRAV. LAS TERCIAS CV PLAZA CORRO 19";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983388508";"";"";"";"";"";"44";"";"";"";
"40/001904";"";"EL PATIO";"C/ DOCTOR CASTELO Nº2";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"609654142";"";"";"";"";"";"25";"";"";"";
"49/003094";"";"EL MOLINO";"C/ Oro, 1";"49832";"Zamora";"Malva";"MALVA";"MALVA";"980696016";"";"";"";"";"";"40";"";"";"";
"37/002409";"";"VASCO DE GAMA PASTELERIA";"Calle AZAFRANAL 46  BAJO";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923217243";"";"";"";"";"";"";"";"";"";
"37/000335";"";"LA CLASICA";"CABEZA DE VACA, 2";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"665873643";"";"";"";"";"";"";"";"";"";
"37/001742";"";"EL PEREGRINO";"Calle ALFONSO DE CASTRO 29";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923309092";"";"";"elperegrinosalamanca@gmail.com";"";"";"";"";"";"";
"37/002714";"";"EL RINCÓN DE JAÉN";"Calle NAVASFRIAS 9  BJº";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"633799364";"";"";"elrincondejaenbro@gmail.com";"";"";"30";"-5,674486";"40,969263";"";
"37/002136";"";"CAFE BECQUER";"PZA. SAN MARCOS, 7";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"000000000";"";"";"";"";"";"";"";"";"";
"37/002883";"";"PARABARAP";"GRAN VIA, 66-68";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"658855713";"";"";"pablomarbarber@gmail.com";"https://parabarap.com/";"";"";"";"";"Si";
"49/003095";"";"PUZZLE";"Calle Jardines de Eduardo Barrón s/n";"49016";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980525205";"634437288";"";"leodlp9@gmail.com";"";"";"36";"";"";"Si";
"40/001384";"";"BAHIA";"C/ CAMILO JOSÉ CELA,49";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"638044105";"";"";"";"";"";"";"";"";"";
"24/008032";"";"ROSA NEGRA";"C/ MATILDE CONESA, 8";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"606112664";"";"";"";"";"";"";"";"";"";
"47/004703";"";"SEMILLA NEGRA";"Plaza ESPAÑA 3";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"619367980";"";"";"";"";"";"39";"";"";"Si";
"05/002766";"";"EL ROCIO";"C/ CIPRES, 1";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"920371650";"";"";"";"";"";"";"";"";"";
"47/004704";"";"CAMPO DE FUTBOL DE ZARATAN";"ENRIQUE TIERNO GALVAN 7";"47000";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983388656";"";"";"";"";"";"24";"";"";"Si";
"24/008033";"";"CENTRAL";"AVDA. SANTA BARBARA";"24370";"León";"Torre del Bierzo";"TORRE DEL BIERZO";"TORRE DEL BIERZO";"636088617";"";"";"";"";"";"";"";"";"";
"09/002578";"";"LAS ERAS DE GAMONAL";"Calle Barcelona, 2";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"633876866";"";"";"martasnoopy2012@gmail.com";"";"";"37";"";"";"";
"05/003610";"";"PASSARELA";"C/ VIRGEN DE LAS ANGUSTIAS, 31";"05005";"Ávila";"Ávila";"AVILA";"AVILA";"657516667";"";"";"rinconpassarela@hotmail.com";"";"";"52";"";"";"";
"42/000435";"";"PEOPLE CENTRO POLIVALENTE";"AVDA. CONSTITUCION, S/N";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975360756";"";"";"";"";"";"89";"";"";"Si";
"37/003241";"";"EL CLAUSTRO";"C/ ARAPILES, 54";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"695837077";"";"";"";"";"";"";"";"";"";
"09/004654";"";"LA TABERNA";"CL/GRANADA,8";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947481809";"";"";"";"";"";"";"";"";"";
"09/004655";"";"LA PERDIZ II";"CL/CAMINO DE TABLADA, 7";"09120";"Burgos";"Villadiego";"VILLADIEGO";"VILLADIEGO";"685785594";"660764632";"";"";"";"";"16";"";"";"Si";
"09/004656";"";"TIERRA Y VILLA DE HAZA";"CL/AYUNTAMIENTO,2";"09316";"Burgos";"Haza";"HAZA";"HAZA";"947532830";"639618137";"";"";"";"";"25";"";"";"";
