"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000965";"Restaurante";"4ª - 1 Tenedor";"";"ORKIDE";"LA RUA,  24";"24003";"León";"León";"LEON";"";"987080092";"";"";"";"";"";"56";"";"";"";
"09/000699";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BULEVAR";"PLAZA MAYOR, 26";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947580041";"";"";"";"";"";"76";"";"";"Si";
"24/000966";"Restaurante";"3ª - 2 Tenedores";"";"EL ORO DE ROMA";"AUTOVIA A-6, KM 399";"24549";"León";"Carracedelo";"CARRACEDELO";"CARRACEDELO";"987562413";"";"";"info@eloroderoma.com";"www.eloroderoma.com";"";"1203";"";"";"";
"37/000646";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL MESON DE VALDERAS";"VALDERAS,49 (Polígono Industrial)";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"";"923204326";"";"";"";"";"";"210";"";"";"";
"24/000967";"Restaurante";"3ª - 2 Tenedores";"";"EL MOLINO DE LOS AJOS";"CTRA PUENTE VILLARENTE-BOÑAR, KM 1";"24228";"León";"Valdefresno";"PARADILLA DE LA SOBARRIBA";"PARADILLA DE LA SOBARRIBA";"987211833";"";"";"ADMON@PIVA.ES";"WWW.ELMOLINODELOSAJOS.ES";"";"137";"";"";"Si";
"09/000702";"Restaurante";"3ª - 2 Tenedores";"";"ASADOR HORNO PARRILLA";"CAMINO CASA LA VEGA, 43";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947272580";"";"";"";"";"";"102";"-3,6702148";"42,3568589";"Si";
"24/000968";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA PARRA";"CTRA NACIONAL 536, Nº 12";"24442";"León";"Carucedo";"CARUCEDO";"";"987420666";"";"";"";"";"";"70";"";"";"";
"24/000970";"Restaurante";"3ª - 2 Tenedores";"";"CORTIJO SUSI";"LOPEZ CASTRILLON, 1";"24003";"León";"León";"LEON";"LEON";"987273996";"";"";"";"";"";"44";"";"";"";
"09/000701";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL CARPIO";"CTRA/ MADRID-IRUN, KM. 154";"09471";"Burgos";"Fuentespina";"FUENTESPINA";"FUENTESPINA";"947505679";"";"";"";"";"";"126";"";"";"Si";
"49/000267";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"EL RASO II";"CARRETERA MADRID-CORUÑA KM 231";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980667066";"";"";"";"";"";"100";"";"";"";
"24/000969";"Restaurante";"4ª - 1 Tenedor";"";"LA BALCONADA DE PALOMA";"PLAZA MAYOR 28";"24003";"León";"León";"LEON";"LEON";"987239500";"";"";"";"";"";"47";"";"";"";
"09/000703";"Restaurante";"3ª - 2 Tenedores";"";"EL PORTON DE BURGOS";"CL/VITORIA, 69";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947281011";"";"";"hotel@puertadeburgos.es";"www.puertadeburgos.es";"";"69";"-3,6846179";"42,3448433";"Si";
"05/000462";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"RIO DUERO";"C/ RIO DUERO, Nº 55 - PARCEL 4-6";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920253239";"920253865";"639782736";"frutasjulianjimenez@gmail.com";"";"";"93";"-4,679278";"40,664169";"";
"24/000972";"Restaurante";"4ª - 1 Tenedor";"";"MESON SAN PEDRO";"SAN PEDRO  Nº 20";"24007";"León";"León";"LEON";"LEON";"987000000";"";"";"";"";"";"33";"";"";"";
"47/000676";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA DESPENSA DE SAN CRISTÓBAL";"Calle TOPACIO 2";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"663363563";"";"";"";"";"";"103";"-4,7109082";"41,6122924";"Si";
"47/000677";"Restaurante";"4ª - 1 Tenedor";"";"MCDONALD'S CARREFOUR 2";"Calle COSTA BRAVA 2 (CC. CARREFOUR 2)";"47010";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983262276";"980165777";"673340347";"osorio@toldanos.es";"";"";"50";"-4,709392";"41,669667";"Si";
"42/000308";"Restaurante / Bar";"3ª - 2 Tenedores";"";"RINCON DE SAN JUAN";"SAN JUAN DE RABANERA, 10";"42002";"Soria";"Soria";"SORIA";"SORIA";"975211893";"975212169";"";"";"";"";"115";"";"";"Si";
"34/000325";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA LLAVE";"LAS HERA S/N";"34492";"Palencia";"Aguilar de Campoo";"MAVE";"MAVE";"979122323";"";"";"";"";"";"75";"";"";"";
"09/000704";"Restaurante / Bar";"3ª - 2 Tenedores";"";"BRAZUKA";"Carretera Valladolid, Km, 20";"09230";"Burgos";"Estépar";"ESTEPAR";"ESTEPAR";"622464932";"";"";"zenildobiazus@hotmail.com";"";"";"125";"-3,897236";"42,276496";"";
"47/000678";"Restaurante";"3ª - 2 Tenedores";"";"CAROBA";"DULZAINERO ANGEL VELASCO 1";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983371382";"676963049";"";"RESTAURANTE CAROBA@CAROBA.ES";"WWW.RESTAURANTECAROBA.COM";"";"50";"";"";"";
"47/000680";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON CASTELLANO RUBEN";"Calle CALLE BOHARIZA, 12";"47310";"Valladolid";"Campaspero";"CAMPASPERO";"CAMPASPERO";"983698257";"983698020";"";"";"";"";"69";"";"";"";
"47/000679";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"SABOR CASTELLANO";"MURILLO 2";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"605452754";"";"";"";"";"";"91";"-4,7395105";"41,632007";"Si";
"24/000974";"Restaurante";"4ª - 1 Tenedor";"";"DOMINO'S PIZZA";"Avenida REYES LEONESES 14 9";"24008";"León";"León";"LEON";"LEON";"913829800";"";"";"";"WWW.DOMINOSPIZZA.ES";"";"31";"-5,5805216";"42,6048908";"Si";
"24/000975";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"PRESA";"AVDA. VALCAYO, Nº 12";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740637";"";"";"";"";"";"53";"";"";"Si";
"24/000977";"Restaurante";"4ª - 1 Tenedor";"";"OLIMPIA UNIVERSITY";"SAN JUAN DE SAHAGUN Nº 24";"24007";"León";"León";"LEON";"";"987223522";"";"";"";"";"";"58";"";"";"";
"24/000976";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BURGUER A6";"Calle VEGAMIAN 5-7";"24007";"León";"León";"LEON";"LEON";"669976661";"987347010";"";"";"";"";"";"-5,56819";"42,6116699";"";
"40/000469";"Restaurante / Bar";"4ª - 1 Tenedor";"";"FAMA";"Plaza MAYOR 4";"40237";"Segovia";"Sacramenia";"SACRAMENIA";"SACRAMENIA";"652430403";"";"";"leti_rd@hotmail.com";"";"";"84";"";"";"";
"24/000980";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL RINCON";"Calle LA PUENTE S/N";"24149";"León";"Barrios de Luna (Los)";"MORA DE LUNA";"MORA DE LUNA";"987581439";"";"";"";"";"";"66";"";"";"";
"24/000981";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TERCIARBAS";"CTRA. ADANERO GIJON,  S/N";"24690";"León";"Villamanín";"BUSDONGO DE ARBAS";"BUSDONGO DE ARBAS";"987598129";"";"";"";"";"";"55";"";"";"";
"05/000463";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CHICAGO";"Avenida JUAN CARLOS I (CC EL BULEVAR) 45 Local 2";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920238581";"669800907";"";"torrelizacompany@yahoo.com";"";"";"77";"-4,660736";"40,669117";"";
"05/000464";"Restaurante / Cafetería / Bar";"1ª - 4 Tenedores";"";"PIEDRAS ALBAS - PARADOR";"C/MARQUÉS DE CANALES Y CHOZAS, Nº 2";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920211340";"";"";"avila@parador.es";"";"";"430";"";"";"";
"09/000706";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL MOLINO DE SEDANO";"Calle MISAEL BAÑUELOS, 1";"09142";"Burgos";"Valle de Sedano";"SEDANO";"SEDANO";"629418942";"";"";"maguvj@gmail.com";"";"";"21";"";"";"";
"37/000648";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA PAVON";"PLAZA MAYOR Nº  3";"37700";"Salamanca";"Béjar";"BEJAR";"";"923400710";"";"";"";"";"";"44";"";"";"";
"09/000705";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"FUNERARIA SAN JOSÉ";"Calle La Obispa 1051";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947222907";"";"";"vanelynd@hotmail.com";"";"";"116";"-3,697078";"42,344692";"Si";
"34/000326";"Restaurante / Bar";"3ª - 2 Tenedores";"8#Asador#|";"VILLA DE FRÓMISTA";"Avenida AVD. DEL EJÉRCITO ESPAÑOL Nº 22";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810409";"";"";"villadefromista@hotmail.com";"www.villadefromista.es";"";"273";"";"";"Si";
"42/000309";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MOLINO DE LOS OJOS";"MOLINO DE LOS OJOS, S/N";"42330";"Soria";"San Esteban de Gormaz";"SAN ESTEBAN DE GORMAZ";"SAN ESTEBAN DE GORMAZ";"649278709";"";"";"ealbitre@gmail.com";"";"";"136";"";"";"Si";
"37/000649";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASA VALLEJO";"SAN JUAN DE LA CRUZ, 3";"37001";"Salamanca";"Salamanca";"SALAMANCA";"";"923280421";"";"";"info@hosteriacasavallejo.com";"www.hosteriacasavallejo.com";"";"58";"";"";"Si";
"09/000690";"Restaurante / Bar";"3ª - 2 Tenedores";"";"TÁBULA GASTRO&BAR";"Calle Condes de Castilfalé, 7";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947461922";"";"";"tabulagastrobar@gmail.com";"www.tabulagastrobar.es";"";"141";"-3,725521";"42,337437";"Si";
"34/000327";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA HORNERA DE BERNARDO";"Calle  LA PEÑA S/N";"34844";"Palencia";"Cervera de Pisuerga";"VENTANILLA";"VENTANILLA";"979184048";"";"";"";"";"";"64";"";"";"";
"24/000982";"Restaurante";"3ª - 2 Tenedores";"";"GEMINA";"Calle OBISPO VILAPLANA, 3 Y 5";"24001";"León";"León";"LEON";"LEON";"987877100";"";"";"";"";"";"70";"-5,5768289";"42,6158092";"Si";
"05/000465";"Restaurante";"3ª - 2 Tenedores";"";"SANCHO DE ESTRADA";"Calle CASTILLO DE VILLAVICIOSA";"05130";"Ávila";"Solosancho";"VILLAVICIOSA";"VILLAVICIOSA";"920291082";"";"";"";"";"";"97";"";"";"";
"05/000466";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"MARCOS";"PASEO DE RECOLETOS, 17";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"";"918625802";"";"";"";"";"";"43";"";"";"";
"37/000651";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASA  BELETRI";"CTRA. DE LA ESTA CION, 33";"37700";"Salamanca";"Béjar";"BEJAR";"";"923410013";"605806061";"";"";"";"";"134";"";"";"";
"37/000652";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA TORRECILLA";"CLEMENTE VELASCO, 81";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"";"923480768";"";"";"";"";"";"66";"";"";"";
"47/000683";"Restaurante";"3ª - 2 Tenedores";"";"MESA CERO DEL VAL";"GENERAL ALMIRANTE 10";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983841649";"651425152";"";"chuchibustos@hotmail.com";"";"";"88";"";"";"Si";
"05/000467";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA VENTA DEL PICOTEJO";"C/CALZADA REAL, Nº 14";"05141";"Ávila";"Sanchorreja";"SANCHORREJA";"";"920269616";"920269616";"";"info@ruralventure.com";"";"";"79";"";"";"";
"24/000983";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BERNESGA";"AVDA SAN IGNACIO DE LOYOLA, Nº 62";"24010";"León";"San Andrés del Rabanedo";"SAN ANDRES DEL RABANEDO";"SAN ANDRES DEL RABANEDO";"987236806";"";"";"";"";"";"79";"-5,592579";"42,606993";"";
"24/000985";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA PARRILLA DEL TORIO";"Calle CARRETERA 38";"24891";"León";"Garrafe de Torío";"GARRAFE DE TORIO";"GARRAFE DE TORIO";"611616323";"";"";"";"";"";"46";"";"";"";
"05/000468";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TORRE DEL MAYORAZGO";"Calle C/ VADILLO 28";"05560";"Ávila";"Villatoro";"VILLATORO";"VILLATORO";"920230081";"";"";"mayorazgo@ctv.es";"";"";"642";"";"";"Si";
"09/000707";"Restaurante";"3ª - 2 Tenedores";"";"LA CASONA";"C/ MEDINA, 8";"09240";"Burgos";"Briviesca";"BRIVIESCA";"*DISEMINADO*";"947 593821";"";"";"";"";"";"150";"";"";"";
"47/000685";"Restaurante";"3ª - 2 Tenedores";"";"LAS LOMAS";"SALAMANCA, AVENIDA FRENTE  PUENTE DE LA HISPANIDAD";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983409940";"";"";"";"";"";"1184";"-4,758303";"41,628459";"Si";
"47/000684";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON EL LAGAR";"CALLE SILERAS, 10 - BIS";"47851";"Valladolid";"San Pedro de Latarce";"SAN PEDRO DE LATARCE";"";"983723114";"";"";"";"";"";"67";"";"";"";
"47/000686";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ANTONIO GAONA";"Plaza DEL HUMILLADERO 1";"47200";"Valladolid";"Valoria la Buena";"VALORIA LA BUENA";"VALORIA LA BUENA";"696543074";"";"";"";"";"";"78";"";"";"";
"40/000471";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA BRASERIA";"Avenida ALTO DEL LEÓN 56";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"SAN RAFAEL";"921171790";"649841133";"";"labraseriasr@gmail.com";"";"";"123";"-4,18546";"40,712636";"";
"24/000986";"Restaurante";"4ª - 1 Tenedor";"";"MERCHE  (CERRADO TEMPORALMENTE)";"C/ PIORNAL, S/N";"24740";"León";"Truchas";"TRUCHAS";"TRUCHAS";"639101273";"";"";"";"";"";"35";"";"";"";
"24/000987";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"AGUA FRIA";"CTRA. LEON  ASTORGA, KM 4, CC LECLERC";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987840200";"";"";"";"";"";"208";"";"";"";
"09/000709";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ENCINA";"CTRA/POZA, 87";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947-002555";"717109381";"";"";"";"";"68";"-3,657556";"42,3627267";"Si";
"09/000708";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CLUB MEDINABELLA";"AVDA. VIZCAYA, 1";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947190621";"";"";"";"";"";"58";"-3,50549";"42,936652";"Si";
"40/000470";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ANTIGUA POSADA";"Plaza ESPAÑA 8  BAJO";"40370";"Segovia";"Turégano";"TUREGANO";"TUREGANO";"921500429";"666206660";"";"NURIAHEREDERO@HOTMAIL.COM";"";"";"90";"";"";"Si";
"40/000472";"Restaurante / Bar";"3ª - 2 Tenedores";"";"JARPAR";"Plaza CONSTITUCIÓN 1";"40569";"Segovia";"Grajera";"GRAJERA";"GRAJERA";"921557864";"";"";"";"";"";"135";"";"";"";
"42/000311";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CASA DE SANTOS Y ANITA";"FUENTE, 9";"42114";"Soria";"San Felices";"SAN FELICES";"SAN FELICES";"975185510";"";"";"info@lacasadesantosyanita.com";"";"";"28";"";"";"Si";
"24/000988";"Restaurante / Bar";"4ª - 1 Tenedor";"";"OLEGO PLAZA";"Plaza FERNANDO MIRANDA 10  BJ";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987416236";"";"";"";"";"";"";"";"";"Si";
"49/000269";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA JAVI";"C/ ENTREPUNTES, 2 - bajo";"49028";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980535167";"";"";"";"";"";"52";"-5,74084";"41,49836";"";
"24/000989";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOS ROSALES";"Carretera AUTOVIA A6 KM 377";"24398";"León";"Congosto";"ALMAZCARA";"ALMAZCARA";"987467167";"";"";"";"";"";"133";"";"";"Si";
"24/000990";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA RUTA LEONESA II";"C/REAL, 24";"24717";"León";"Luyego";"LUYEGO DE SOMOZA";"";"987601735";"";"";"";"";"";"97";"";"";"Si";
"42/000312";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASTILLA";"MAYOR, 26";"42127";"Soria";"Serón de Nágima";"SERON DE NAGIMA";"SERON DE NAGIMA";"975307034";"691032192";"";"estercotela@hotmail.com";"www.hostalruralcastillla.com";"";"32";"";"";"";
"09/000711";"Restaurante";"4ª - 1 Tenedor";"";"MAYALE";"AVDA. INFANTES DE LARA, 19";"09600";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"";"947380762";"";"";"";"";"";"16";"";"";"";
"37/000653";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LAS ESCUELAS";"AMABLE CRIADO,22";"37778";"Salamanca";"Guijuelo";"CAMPILLO DE SALVATIERRA";"CAMPILLO DE SALVATIERRA";"923582204";"";"";"";"";"";"60";"";"";"";
"09/000712";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL TERRUÑO";"Calle Las Cruces, 21";"09300";"Burgos";"Roa";"ROA";"ROA";"947459417";"";"";"";"";"";"87";"";"";"Si";
"34/000329";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LAPARRILLA DE DON JAMON";"Plaza PLAZA MAYOR Nº 14";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979741212";"686967943";"";"";"";"";"250";"";"";"";
"09/000713";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS PECECITOS";"CL/GENERAL YAGÜE, 7";"09130";"Burgos";"Tardajos";"TARDAJOS";"TARDAJOS";"947275795";"";"";"";"";"";"46";"";"";"Si";
"40/000475";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LAS FAROLAS";"Avenida ALTO DEL LEON 41";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"SAN RAFAEL";"921171504";"";"";"";"";"";"86";"";"";"";
"47/000688";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MONTE MANANTIAL";"Carretera MADRID-CORUÑA, KM. 224,660";"47850";"Valladolid";"Villanueva de los Caballeros";"VILLANUEVA DE LOS CABALLEROS";"VILLANUEVA DE LOS CABALLEROS";"983482003";"";"";"";"";"";"210";"";"";"Si";
"47/000689";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL SURCO";"ZORRILLA, PASEO, 346";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983241036";"";"";"";"";"";"56";"-4,7483435";"41,6201936";"Si";
"05/000469";"Restaurante";"4ª - 1 Tenedor";"";"PIPOL";"Calle SAN SEGUNDO 14";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920250931";"";"";"restaurantepipol.com";"";"";"145";"";"";"";
"34/000330";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS LAGARES";"Calle C/ LA ESCUELA Nº 16";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979890990";"";"";"";"";"";"55";"-4,735409";"42,523928";"";
"24/000992";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CASTRO";"Carretera CARRETERA NACIONAL, 536";"24442";"León";"Carucedo";"CARUCEDO";"CARUCEDO";"987420606";"";"";"";"";"";"103";"";"";"Si";
"24/000991";"Restaurante / Bar";"3ª - 2 Tenedores";"";"ASTUR LEONES";"Avenida DE LA MAGDALENA, 36";"24270";"León";"Carrizo";"VILLANUEVA DE CARRIZO";"VILLANUEVA DE CARRIZO";"987358051";"";"";"";"";"";"87";"";"";"Si";
"09/000715";"Restaurante / Bar";"4ª - 1 Tenedor";"";"RIO UBIERNA";"CTRA. BURGOS-SANTANDER, S/N";"09140";"Burgos";"Merindad de Río Ubierna";"SOTOPALACIOS";"SOTOPALACIOS";"947441041";"";"";"";"";"";"118";"";"";"Si";
"09/000716";"Restaurante";"3ª - 2 Tenedores";"";"EL CHOCOLATERO";"CTRA. NAC. 120, KM. 14";"09259";"Burgos";"Castildelgado";"CASTILDELGADO";"CASTILDELGADO";"947588063";"";"";"chococastil@gmail.com";"www.elchocolatero.es";"";"80";"";"";"";
"09/000714";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CUCHILLO DE PALO";"Calle San Lorenzo 35";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947200992";"659865661";"";"felipedominguez@me.com";"";"";"37";"-3,7014033";"42,342255";"";
"24/000993";"Restaurante / Bar";"4ª - 1 Tenedor";"";"SEVILLA";"PLAZA MAYOR, 13";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540186";"";"";"";"";"";"73";"";"";"";
"47/000690";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS INFANTES";"LAS TERCIAS, 2";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"983590782";"615494093";"";"restaurante@losinfantesdesimancas.com";"";"";"101";"-4,8282862";"41,5908375";"Si";
"05/000470";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL LABRADOR";"Calle CUATRO POSTES 9";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920254969";"653872728";"";"josekarlos14@gmail.com";"";"";"98";"-4,711074";"40,658997";"Si";
"42/000314";"Restaurante";"3ª - 2 Tenedores";"";"EL MIRADOR DE ALMANZOR";"PUERTA VIEJA, 4";"42193";"Soria";"Calatañazor";"CALATAÑAZOR";"";"975183642";"";"";"";"";"";"21";"";"";"";
"42/000313";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ECUS";"NUMANCIA, 4";"42001";"Soria";"Soria";"SORIA";"SORIA";"975221058";"";"";"";"";"";"93";"";"";"";
"24/000995";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"LA HACIENDA";"Autovia AUTOVIA A-6, SALIDA 303";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987656250";"649319965";"";"";"";"";"201";"-5,913946";"42,287309";"Si";
"40/000477";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CHAPU";"Calle MAYOR 23";"40355";"Segovia";"Fuentesaúco de Fuentidueña";"FUENTESAUCO DE FUENTIDUEÑA";"FUENTESAUCO DE FUENTIDUEÑA";"921169710";"676141010";"";"JLHJLH27@HOTMAIL.COM";"";"";"116";"";"";"";
"47/000691";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS TOREROS DE TRABANCOS";"AUTOVÍA DE CASTILLA, KM. 177'600";"47511";"Valladolid";"Siete Iglesias de Trabancos";"SIETE IGLESIAS DE TRABANCOS";"";"983817105";"983771900";"";"";"";"";"255";"";"";"Si";
"37/000655";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS EMIGRANTES 2";"C/ POLLO MARTIN, 18";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"638879786";"";"";"";"";"";"36";"";"";"";
"24/000996";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BRASAS";"GRAN VIA DE SAN MARCOS, 9";"24001";"León";"León";"LEON";"LEON";"987221418";"";"";"";"";"";"143";"";"";"Si";
"40/000478";"Restaurante / Bar";"3ª - 2 Tenedores";"";"JUDERIA";"Calle JUDERIA VIEJA 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"685150606";"921461234";"";"";"";"";"44";"";"";"";
"05/000471";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"LA PAUSA";"CARRETERA NACIONAL VI, KM. 119";"05296";"Ávila";"Espinosa de los Caballeros";"ESPINOSA DE LOS CABALLEROS";"ESPINOSA DE LOS CABALLEROS";"920302068";"";"";"";"";"";"293";"";"";"Si";
"49/000272";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON LA CUEVA";"C/ ALONSO DE TEJEDA, 4 BAJO";"49018";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980513811";"";"";"";"";"";"96";"-5,74084";"41,49836";"";
"24/000997";"Restaurante";"3ª - 2 Tenedores";"";"LA PINTONA";"PLAZA SAN MARTIN, 12";"24003";"León";"León";"LEON";"LEON";"987070165";"";"";"";"";"";"91";"";"";"Si";
"34/000332";"Restaurante / Bar";"3ª - 2 Tenedores";"";"RESTAURANTE  BAR BARILOCHE";"Plaza SAN JOSE 6  BJ";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979726808";"620968802";"";"NURIA@CONTAFIX.ES";"";"";"75";"";"";"Si";
"47/000692";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CASA DE LA SEPIA Y EL PULPO";"CENTRO COMERCIAL EQUINOCCIO, LOCAL 15";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983000000";"";"";"";"";"";"90";"";"";"Si";
"09/000717";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"MONTORIO";"CL/BURGOS, 35";"09125";"Burgos";"Montorio";"MONTORIO";"MONTORIO";"662487874";"";"";"";"";"";"197";"";"";"Si";
"24/000998";"Restaurante";"4ª - 1 Tenedor";"";"EL TIEMPO RECOBRADO";"AV. VILLANUEVA, 33";"24550";"León";"Carracedelo";"VILLAMARTIN DE LA ABADIA";"";"987562422";"";"";"www.eltiemporecobrado.com";"";"";"23";"";"";"Si";
"49/000273";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL TOREO";"Plaza  SANTO DOMINGO 1";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980660061";"";"";"";"";"";"48";"";"";"Si";
"05/000473";"Restaurante / Cafetería / Bar";"2ª - 3 Tenedores";"";"REYES CATOLICOS";"C/REYES CATOLICOS, Nº 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920255627";"605260480";"";"";"";"";"112";"";"";"Si";
"24/000999";"Restaurante / Bar";"4ª - 1 Tenedor";"";"DONDEANDRES PALADARES";"Plaza CONDE LUNA, 13";"24003";"León";"León";"LEON";"LEON";"987210602";"";"";"";"";"";"26";"";"";"";
"05/000472";"Restaurante";"3ª - 2 Tenedores";"";"REVOLUTUN";"COMUNEROS DE CASTILLA, 10";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920223804";"678601375";"";"";"";"";"39";"";"";"Si";
